上榜日期,证券号码,证券简称,上榜涨幅,买入额（万）,卖出额（万）,净买入（万）,所属营业部,游资名称
2024-12-05,002265,建设工业,10.03%,43.07万,5800.94万,-5757.86万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-05,002114,罗平锌电,10.04%,702.26万,729.01万,-26.75万,华鑫证券有限责任公司江苏分公司,首板挖掘
2024-12-05,600796,钱江生化,9.97%,0,502.63万,-502.63万,东方证券股份有限公司厦门仙岳路证券营业部,山东帮
2024-12-05,301102,兆讯传媒,20.03%,1480.97万,9.25万,1471.71万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2024-12-05,601011,宝泰隆,10.16%,1397.28万,0,1397.28万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-05,300399,天利科技,19.99%,2568.58万,2829.75万,-261.17万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-05,002265,建设工业,10.03%,43.07万,5800.94万,-5757.86万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-05,300100,双林股份,20.00%,2703.37万,3047.69万,-344.32万,中国银河证券股份有限公司杭州凤起路证券营业部,杭州帮
2024-12-05,600506,统一股份,10.02%,4266.31万,0,4266.31万,联储证券股份有限公司浙江分公司,上塘路
2024-12-05,002195,岩山科技,9.98%,7043.84万,616.75万,6427.09万,联储证券股份有限公司浙江分公司,上塘路
2024-12-05,002131,利欧股份,10.04%,1.14亿,137.06万,1.13亿,国泰君安证券股份有限公司宁波广福街证券营业部,章盟主
2024-12-05,300071,福石控股,19.91%,2700.83万,15.04万,2685.78万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-05,002265,建设工业,10.03%,5079.62万,14.65万,5064.96万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-05,688165,埃夫特,19.98%,3374.1万,0,3374.1万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-05,300399,天利科技,19.99%,3105.13万,76.22万,3028.91万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-05,300071,福石控股,19.91%,2700.83万,15.04万,2685.78万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-05,002265,建设工业,10.03%,5079.62万,14.65万,5064.96万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-05,002131,利欧股份,10.04%,1.18亿,30.85万,1.18亿,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-05,002031,巨轮智能,9.94%,6431.85万,5.29万,6426.56万,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-05,002717,岭南股份,9.98%,4819.43万,4745.36万,74.07万,招商证券股份有限公司福州六一中路证券营业部,六一路
2024-12-05,002681,奋达科技,10.01%,4588.62万,36.37万,4552.24万,招商证券股份有限公司福州六一中路证券营业部,六一路
2024-12-05,000981,山子高科,10.00%,5980.98万,57万,5923.97万,招商证券股份有限公司福州六一中路证券营业部,六一路
2024-12-05,002114,罗平锌电,10.04%,0,928.45万,-928.45万,华泰证券股份有限公司深圳彩田路证券营业部,红岭路
2024-12-05,603429,集友股份,4.25%,1260.25万,0,1260.25万,平安证券股份有限公司深圳分公司,红岭路
2024-12-05,600340,华夏幸福,4.53%,0,2568.32万,-2568.32万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2024-12-05,002607,中公教育,10.15%,6100.08万,25.74万,6074.34万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2024-12-05,002195,岩山科技,9.98%,4.4万,9306.32万,-9301.92万,中信证券股份有限公司上海凯滨路证券营业部,呼家楼
2024-12-04,920002,万达轴承,18.06%,470.7万,0,470.7万,东莞证券股份有限公司四川分公司,苏南帮
2024-12-04,002052,*ST同洲,4.97%,425.18万,237.18万,188万,东莞证券股份有限公司四川分公司,苏南帮
2024-12-04,603004,鼎龙科技,4.29%,0,786.52万,-786.52万,华泰证券股份有限公司南京中华路证券营业部,苏南帮
2024-12-04,688165,埃夫特,20.02%,0,5004.06万,-5004.06万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2024-12-04,605006,山东玻纤,10.05%,609.47万,0,609.47万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2024-12-04,300961,深水海纳,19.96%,882.71万,1.98万,880.73万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2024-12-04,300984,金沃股份,20.00%,60.07万,1471.4万,-1411.32万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2024-12-04,603003,*ST龙宇,5.08%,0,269.77万,-269.77万,华创证券有限责任公司上海大连路证券营业部,炒股养家
2024-12-04,601011,宝泰隆,10.11%,1379.6万,0,1379.6万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2024-12-04,300984,金沃股份,20.00%,632.37万,702.89万,-70.52万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2024-12-04,603002,宏昌电子,10.00%,2856.25万,0,2856.25万,华福证券有限责任公司上海宛平南路证券营业部,南京帮
2024-12-04,002689,远大智能,9.95%,1291.65万,950.82万,340.83万,华福证券有限责任公司上海宛平南路证券营业部,南京帮
2024-12-04,000716,黑芝麻,-10.03%,6171,2429.12万,-2428.5万,华福证券有限责任公司上海宛平南路证券营业部,南京帮
2024-12-04,000056,皇庭国际,9.91%,1071.19万,0,1071.19万,华鑫证券有限责任公司江苏分公司,南京帮
2024-12-04,601519,大智慧,4.71%,9999.19万,0,9999.19万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-04,600292,远达环保,-5.00%,0,4884.51万,-4884.51万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-04,002559,亚威股份,9.96%,4448.08万,10.81万,4437.27万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-04,002403,爱仕达,-3.88%,193.48万,2873.3万,-2679.82万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-04,002031,巨轮智能,10.05%,415.74万,3268.05万,-2852.31万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-04,688165,埃夫特,20.02%,2610.94万,0,2610.94万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-04,300448,浩云科技,-4.59%,996,5765.27万,-5765.18万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-04,300109,新开源,20.01%,6194.73万,0,6194.73万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-04,002708,光洋股份,9.96%,2868.83万,603.11万,2265.72万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-04,000753,漳州发展,10.02%,0,3577.35万,-3577.35万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-04,603002,宏昌电子,10.00%,2553.98万,0,2553.98万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-04,600520,文一科技,-4.49%,0,2928.94万,-2928.94万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-04,600172,黄河旋风,10.07%,0,1858.61万,-1858.61万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-04,002163,海南发展,4.91%,5522.98万,35.05万,5487.93万,中信证券股份有限公司深圳分公司,欢乐海岸
2024-12-04,001209,洪兴股份,10.00%,869.58万,159.68万,709.9万,国金证券股份有限公司深圳湾一号证券营业部,欢乐海岸
2024-12-04,605179,一鸣食品,9.99%,5575.42万,0,5575.42万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-04,601933,永辉超市,9.95%,2.84亿,0,2.84亿,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-04,600292,远达环保,-5.00%,5296.73万,0,5296.73万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-04,002820,桂发祥,9.99%,3.08万,4057.29万,-4054.2万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-04,002031,巨轮智能,10.05%,5619.43万,5.06万,5614.36万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-04,600889,南京化纤,-6.82%,0,8923.37万,-8923.37万,东亚前海证券有限责任公司上海分公司,思明南路
2024-12-04,600520,文一科技,-4.49%,7033.42万,0,7033.42万,东亚前海证券有限责任公司上海分公司,思明南路
2024-12-04,002708,光洋股份,9.96%,2340.48万,0,2340.48万,东亚前海证券有限责任公司上海分公司,思明南路
2024-12-04,300786,国林科技,20.02%,3991.33万,142.84万,3848.49万,东莞证券股份有限公司湖北分公司,思明南路
2024-12-04,002103,广博股份,-10.03%,199.71万,7071.95万,-6872.23万,东莞证券股份有限公司湖北分公司,思明南路
2024-12-04,000833,粤桂股份,-10.02%,374.58万,5392.39万,-5017.8万,东莞证券股份有限公司湖北分公司,思明南路
2024-12-04,920002,万达轴承,18.06%,268.48万,982.12万,-713.64万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-04,603002,宏昌电子,10.00%,3680.57万,0,3680.57万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-04,000716,黑芝麻,-10.03%,167.33万,2321.92万,-2154.58万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-04,000056,皇庭国际,9.91%,1071.19万,0,1071.19万,华鑫证券有限责任公司江苏分公司,首板挖掘
2024-12-04,000908,*ST景峰,4.98%,1203.63万,804.85万,398.78万,东方证券股份有限公司厦门仙岳路证券营业部,山东帮
2024-12-04,920002,万达轴承,18.06%,268.48万,982.12万,-713.64万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-04,603002,宏昌电子,10.00%,3680.57万,0,3680.57万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-04,000716,黑芝麻,-10.03%,167.33万,2321.92万,-2154.58万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-04,002643,万润股份,9.98%,5977.53万,0,5977.53万,联储证券股份有限公司浙江分公司,上塘路
2024-12-04,002347,泰尔股份,9.97%,10.72万,3714.81万,-3704.08万,联储证券股份有限公司浙江分公司,上塘路
2024-12-04,000056,皇庭国际,9.91%,5493.44万,0,5493.44万,联储证券股份有限公司浙江分公司,上塘路
2024-12-04,600808,马钢股份,10.19%,5708.78万,0,5708.78万,中信证券股份有限公司杭州延安路证券营业部,章盟主
2024-12-04,002131,利欧股份,9.91%,2434.25万,9311.45万,-6877.19万,国泰君安证券股份有限公司宁波广福街证券营业部,章盟主
2024-12-04,301161,唯万密封,-1.31%,12.44万,2872.29万,-2859.84万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-04,002820,桂发祥,9.99%,30.96万,1960.68万,-1929.71万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-04,002526,山东矿机,10.09%,901.87万,2.35万,899.51万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-04,301161,唯万密封,-1.31%,13.03万,3237.92万,-3224.89万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-04,300448,浩云科技,-4.59%,41.54万,5303.52万,-5261.98万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-04,002347,泰尔股份,9.97%,20.22万,3093.4万,-3073.17万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-04,000903,云内动力,10.03%,5754.6万,688.29万,5066.31万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-04,600292,远达环保,-5.00%,4687.62万,0,4687.62万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-04,600172,黄河旋风,10.07%,2181.21万,0,2181.21万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-04,300448,浩云科技,-4.59%,91.76万,2466.51万,-2374.74万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-04,301161,唯万密封,-1.31%,13.03万,3237.92万,-3224.89万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-04,300448,浩云科技,-4.59%,41.54万,5303.52万,-5261.98万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-04,002347,泰尔股份,9.97%,20.22万,3093.4万,-3073.17万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-04,000903,云内动力,10.03%,5754.6万,688.29万,5066.31万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-04,601519,大智慧,4.71%,1.32亿,0,1.32亿,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-04,002643,万润股份,9.98%,6086.96万,1.81万,6085.15万,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-04,002131,利欧股份,9.91%,72.31万,1.89亿,-1.88亿,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-04,002031,巨轮智能,10.05%,6424.5万,1.33万,6423.16万,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-04,603004,鼎龙科技,4.29%,0,970.22万,-970.22万,东北证券股份有限公司武汉香港路证券营业部,六一路
2024-12-04,002195,岩山科技,10.09%,99.92万,6669.96万,-6570.04万,招商证券股份有限公司福州六一中路证券营业部,六一路
2024-12-04,301082,久盛电气,8.78%,111.77万,554.04万,-442.27万,平安证券股份有限公司深圳分公司,红岭路
2024-12-04,300961,深水海纳,19.96%,106.63万,379.27万,-272.64万,平安证券股份有限公司深圳分公司,红岭路
2024-12-04,300179,四方达,15.42%,37.71万,1851.49万,-1813.78万,华泰证券股份有限公司北京西三环国际财经中心证券营业部,成泉系
2024-12-04,000008,神州高铁,10.13%,925.34万,200.71万,724.63万,华鑫证券有限责任公司南京清凉门大街证券营业部,湖州劳动路
2024-12-04,600340,华夏幸福,1.15%,2853.1万,0,2853.1万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2024-12-04,300370,安控科技,10.22%,3007.72万,3338.19万,-330.47万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2024-12-04,600292,远达环保,-5.00%,5378.16万,0,5378.16万,中信证券股份有限公司上海凯滨路证券营业部,呼家楼
2024-12-04,002643,万润股份,9.98%,4136.08万,48.35万,4087.73万,中信证券股份有限公司上海凯滨路证券营业部,呼家楼
2024-12-04,002195,岩山科技,10.09%,1.51万,9301.87万,-9300.35万,中信证券股份有限公司上海凯滨路证券营业部,呼家楼
2024-12-03,000833,粤桂股份,10.00%,3822.26万,77.97万,3744.28万,东海证券股份有限公司南京洪武北路证券营业部,苏南帮
2024-12-03,002131,利欧股份,9.90%,6524.62万,744.54万,5780.07万,东莞证券股份有限公司四川分公司,苏南帮
2024-12-03,000833,粤桂股份,10.00%,2950.05万,3793.92万,-843.87万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2024-12-03,603667,五洲新春,9.99%,2090.74万,0,2090.74万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2024-12-03,601519,大智慧,9.97%,0,4729.37万,-4729.37万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2024-12-03,000833,粤桂股份,10.00%,9.82万,1.12亿,-1.12亿,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2024-12-03,002265,建设工业,9.98%,471.92万,515.75万,-43.82万,华鑫证券有限责任公司上海红宝石路证券营业部,炒股养家
2024-12-03,001209,洪兴股份,10.02%,0,537.12万,-537.12万,华鑫证券有限责任公司上海红宝石路证券营业部,炒股养家
2024-12-03,600811,东方集团,10.09%,3577.18万,0,3577.18万,华福证券有限责任公司上海宛平南路证券营业部,南京帮
2024-12-03,300370,安控科技,20.06%,20.08万,909.85万,-889.77万,华福证券有限责任公司上海宛平南路证券营业部,南京帮
2024-12-03,688132,邦彦技术,19.98%,201.58万,0,201.58万,华鑫证券有限责任公司杭州分公司 ,南京帮
2024-12-03,603667,五洲新春,9.99%,2009.1万,0,2009.1万,华鑫证券有限责任公司江苏分公司,南京帮
2024-12-03,002403,爱仕达,9.28%,2832.55万,180.98万,2651.56万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-03,000833,粤桂股份,10.00%,2983.8万,3401.22万,-417.41万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2024-12-03,603955,大千生态,4.05%,1104.8万,0,1104.8万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2024-12-03,002095,生意宝,-9.99%,37.61万,2681.42万,-2643.81万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2024-12-03,688028,沃尔德,15.06%,377.03万,0,377.03万,国泰君安证券股份有限公司上海新闸路证券营业部,上海超短帮
2024-12-03,600292,远达环保,5.57%,7809.45万,0,7809.45万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-03,300448,浩云科技,20.00%,5615.37万,4.89万,5610.47万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-03,002467,二六三,10.03%,4641.3万,0,4641.3万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-03,301313,凡拓数创,17.77%,149.77万,1302.2万,-1152.42万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2024-12-03,688306,均普智能,14.51%,2389.23万,0,2389.23万,申万宏源证券有限公司上海闵行区东川路证券营业部,上海超短帮
2024-12-03,603268,松发股份,-10.00%,0,751.49万,-751.49万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-03,600340,华夏幸福,10.09%,0,3108.5万,-3108.5万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-03,002029,七匹狼,3.30%,1533万,1821.04万,-288.03万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-03,688132,邦彦技术,19.98%,0,31.26万,-31.26万,中信证券股份有限公司深圳分公司,欢乐海岸
2024-12-03,600382,广东明珠,10.08%,277.72万,0,277.72万,华泰证券股份有限公司深圳分公司,欢乐海岸
2024-12-03,600843,上工申贝,-1.63%,0,6742.4万,-6742.4万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-03,300155,安居宝,19.93%,1698.13万,9.46万,1688.67万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-03,002848,高斯贝尔,-9.20%,0,793.01万,-793.01万,东亚前海证券有限责任公司上海分公司,思明南路
2024-12-03,301335,天元宠物,20.00%,1024.35万,16.76万,1007.58万,东莞证券股份有限公司湖北分公司,思明南路
2024-12-03,000833,粤桂股份,10.00%,7597.1万,5402.3万,2194.8万,东莞证券股份有限公司湖北分公司,思明南路
2024-12-03,920002,万达轴承,6.70%,71.36万,355.59万,-284.23万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-03,002265,建设工业,9.98%,5260.74万,115.27万,5145.47万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-03,603667,五洲新春,9.99%,2009.1万,0,2009.1万,华鑫证券有限责任公司江苏分公司,首板挖掘
2024-12-03,920002,万达轴承,6.70%,71.36万,355.59万,-284.23万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-03,002265,建设工业,9.98%,5260.74万,115.27万,5145.47万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-03,600589,大位科技,-2.66%,0,1300.34万,-1300.34万,中国银河证券股份有限公司杭州凤起路证券营业部,杭州帮
2024-12-03,003041,真爱美家,6.09%,4.19万,1432.59万,-1428.39万,光大证券股份有限公司杭州延安路证券营业部,杭州帮
2024-12-03,301313,凡拓数创,17.77%,2230.6万,0,2230.6万,联储证券股份有限公司浙江分公司,上塘路
2024-12-03,002593,日上集团,-5.48%,27.44万,2492.27万,-2464.83万,联储证券股份有限公司浙江分公司,上塘路
2024-12-03,601519,大智慧,9.97%,8301.18万,0,8301.18万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-03,301313,凡拓数创,17.77%,2608.29万,12.31万,2595.98万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-03,301161,唯万密封,20.00%,2384.94万,20.65万,2364.28万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-03,300155,安居宝,19.93%,2473.13万,10.77万,2462.36万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-03,002820,桂发祥,10.02%,1962.36万,63.03万,1899.32万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-03,688118,普元信息,20.00%,1361.65万,0,1361.65万,华泰证券股份有限公司成都蜀金路证券营业部,葵花宝典
2024-12-03,301161,唯万密封,20.00%,2989.46万,16.81万,2972.65万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-03,300448,浩云科技,20.00%,5195.51万,17.93万,5177.57万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-03,603395,红四方,5.66%,1616.74万,0,1616.74万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-03,603268,松发股份,-10.00%,0,2586.76万,-2586.76万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-03,600292,远达环保,5.57%,3309.94万,0,3309.94万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-03,300333,兆日科技,19.75%,2760.08万,94.82万,2665.25万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-03,002717,岭南股份,10.11%,3401.4万,67.21万,3334.18万,东莞证券股份有限公司南京分公司,玉兰路
2024-12-03,301161,唯万密封,20.00%,2989.46万,16.81万,2972.65万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-03,300448,浩云科技,20.00%,5195.51万,17.93万,5177.57万,国泰君安证券股份有限公司成都北一环路证券营业部,成都系
2024-12-03,002137,实益达,-5.22%,2715.83万,2.93万,2712.9万,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-03,002131,利欧股份,9.90%,23.5万,1.88亿,-1.88亿,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-03,002031,巨轮智能,10.10%,5591.63万,4.11万,5587.51万,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2024-12-03,600979,广安爱众,10.02%,6735.96万,0,6735.96万,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,六一路
2024-12-03,002195,岩山科技,10.12%,6024.05万,215.83万,5808.21万,招商证券股份有限公司福州六一中路证券营业部,六一路
2024-12-03,605300,佳禾食品,-9.97%,310.89万,0,310.89万,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,敢死队
2024-12-03,603278,大业股份,10.01%,954.94万,0,954.94万,华鑫证券有限责任公司南京清凉门大街证券营业部,湖州劳动路
2024-12-03,002593,日上集团,-5.48%,9.21万,1170.54万,-1161.33万,华鑫证券有限责任公司南京清凉门大街证券营业部,湖州劳动路
2024-12-03,300370,安控科技,20.06%,3007.57万,0,3007.57万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2024-12-03,600825,新华传媒,10.03%,2800.88万,0,2800.88万,中信证券股份有限公司上海凯滨路证券营业部,呼家楼
2024-12-03,002195,岩山科技,10.12%,8798.72万,0,8798.72万,中信证券股份有限公司上海凯滨路证券营业部,呼家楼
2024-12-02,002718,友邦吊顶,-0.36%,188.54万,852.93万,-664.38万,中国银河证券股份有限公司北京学院南路证券营业部,苏南帮
2024-12-02,001300,三柏硕,6.32%,808.13万,15.1万,793.02万,华泰证券股份有限公司南京中华路证券营业部,苏南帮
2024-12-02,688165,埃夫特,13.49%,0,4300.58万,-4300.58万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2024-12-02,600935,华塑股份,10.15%,618.64万,0,618.64万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2024-12-02,301558,三态股份,0.18%,0,1150.85万,-1150.85万,华鑫证券有限责任公司江苏分公司,南京帮
2024-12-02,301315,威士顿,10.61%,2077.64万,1654.54万,423.1万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2024-12-02,688084,晶品特装,20.00%,1090.38万,0,1090.38万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-02,000712,锦龙股份,-9.99%,2.33万,1.23亿,-1.23亿,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2024-12-02,688084,晶品特装,20.00%,1070.54万,0,1070.54万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2024-12-02,688306,均普智能,19.97%,2102.51万,0,2102.51万,申万宏源证券有限公司上海闵行区东川路证券营业部,上海超短帮
2024-12-02,603268,松发股份,-10.00%,0,751.49万,-751.49万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2024-12-02,600382,广东明珠,10.02%,0,1452.23万,-1452.23万,华泰证券股份有限公司深圳分公司,欢乐海岸
2024-12-02,603660,苏州科达,-9.36%,0,3540.78万,-3540.78万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-02,601933,永辉超市,9.92%,1.64亿,0,1.64亿,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2024-12-02,002846,英联股份,-9.99%,25.87万,2963.43万,-2937.55万,东莞证券股份有限公司湖北分公司,思明南路
2024-12-02,603007,*ST花王,4.98%,461.05万,0,461.05万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-02,000889,ST中嘉,4.94%,379.64万,87.99万,291.64万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2024-12-02,688221,前沿生物,20.00%,1489.8万,0,1489.8万,华泰证券股份有限公司上海普陀区江宁路证券营业部,炒新一族
2024-12-02,301558,三态股份,0.18%,0,1150.85万,-1150.85万,华鑫证券有限责任公司江苏分公司,首板挖掘
2024-12-02,600804,*ST鹏博,4.90%,472.74万,0,472.74万,东方证券股份有限公司厦门仙岳路证券营业部,山东帮
2024-12-02,000889,ST中嘉,4.94%,261.03万,265.86万,-4.83万,东方证券股份有限公司厦门仙岳路证券营业部,山东帮
2024-12-02,603007,*ST花王,4.98%,461.05万,0,461.05万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-02,000889,ST中嘉,4.94%,379.64万,87.99万,291.64万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2024-12-02,002593,日上集团,10.04%,0,1730.11万,-1730.11万,联储证券股份有限公司浙江分公司,上塘路
2024-12-02,601086,国芳集团,10.06%,1121.47万,0,1121.47万,财通证券股份有限公司杭州上塘路证券营业部,上塘路
2024-12-02,688306,均普智能,19.97%,1870.13万,0,1870.13万,中信证券股份有限公司杭州延安路证券营业部,章盟主
2024-12-02,600808,马钢股份,10.21%,5682.06万,0,5682.06万,中信证券股份有限公司杭州延安路证券营业部,章盟主
2024-12-02,300607,拓斯达,12.75%,317.67万,7196.71万,-6879.04万,国泰君安证券股份有限公司宁波广福街证券营业部,章盟主
2024-12-02,002582,好想你,5.13%,304.71万,1002.97万,-698.25万,国泰君安证券股份有限公司宁波广福街证券营业部,章盟主
2024-12-02,900945,海控B股,10.03%,15.65万,0,15.65万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-02,605388,均瑶健康,9.97%,0,1262.11万,-1262.11万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-02,600249,两面针,10.05%,858.7万,0,858.7万,国泰君安证券股份有限公司上海江苏路证券营业部,章盟主
2024-12-02,605388,均瑶健康,9.97%,578.4万,0,578.4万,华泰证券股份有限公司成都蜀金路证券营业部,葵花宝典
2024-12-02,301315,威士顿,10.61%,17.41万,1837.91万,-1820.49万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-02,300997,欢乐家,19.99%,13.07万,2673.88万,-2660.81万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-02,300660,江苏雷利,12.41%,3884.81万,4043.91万,-159.1万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
2024-12-02,300333,兆日科技,7.48%,4962.99万,5343.47万,-380.47万,国泰君安证券股份有限公司成都北一环路证券营业部,葵花宝典
