上榜日期,证券号码,证券简称,上榜涨幅,买入额（万）,卖出额（万）,净买入（万）,所属营业部,游资名称
2025-07-25,600629,华建集团,5.00%,0,1116.42万,-1116.42万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-25,301151,冠龙节能,-9.77%,339.39万,797.14万,-457.74万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-25,300564,筑博设计,-16.44%,138.13万,1675.35万,-1537.21万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-25,002266,浙富控股,-6.76%,4250.1万,31.04万,4219.05万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-25,603716,塞力医疗,2.70%,8370.21万,0,8370.21万,中信证券股份有限公司上海分公司,孙哥
2025-07-25,603226,菲林格尔,10.01%,689.51万,0,689.51万,中信证券股份有限公司上海分公司,孙哥
2025-07-25,600629,华建集团,5.00%,1506.92万,0,1506.92万,中信证券股份有限公司上海分公司,孙哥
2025-07-25,600288,大恒科技,10.00%,1861.96万,0,1861.96万,中信证券股份有限公司上海分公司,孙哥
2025-07-25,605033,美邦股份,-4.37%,0,1712.42万,-1712.42万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2025-07-25,300706,阿石创,19.99%,2427.64万,0,2427.64万,华鑫证券有限责任公司江苏分公司,南京帮
2025-07-25,300539,横河精密,19.99%,2750.84万,0,2750.84万,华鑫证券有限责任公司江苏分公司,南京帮
2025-07-25,002178,延华智能,9.96%,1606.6万,0,1606.6万,华鑫证券有限责任公司江苏分公司,南京帮
2025-07-25,605033,美邦股份,-4.37%,0,1716.91万,-1716.91万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-25,002178,延华智能,9.96%,1509.43万,25.96万,1483.46万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-25,002161,远望谷,10.07%,2381.99万,38.01万,2343.98万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-25,300781,因赛集团,19.99%,3021.09万,0,3021.09万,华鑫证券有限责任公司成都交子大道证券营业部,量化打板
2025-07-25,300706,阿石创,19.99%,3.6万,1355.12万,-1351.52万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-25,600801,华新水泥,-10.01%,2653.02万,0,2653.02万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2025-07-25,605033,美邦股份,-4.37%,0,1431.12万,-1431.12万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-25,002161,远望谷,10.07%,1616.22万,2.31万,1613.9万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-25,003023,彩虹集团,9.99%,1217.55万,2.16万,1215.39万,华泰证券股份有限公司深圳深南大道基金大厦证券营业部,欢乐海岸
2025-07-25,600326,西藏天路,9.98%,1.13亿,0,1.13亿,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-25,300706,阿石创,19.99%,3920.33万,22.19万,3898.13万,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-25,300706,阿石创,19.99%,2427.64万,0,2427.64万,华鑫证券有限责任公司江苏分公司,首板挖掘
2025-07-25,300539,横河精密,19.99%,2750.84万,0,2750.84万,华鑫证券有限责任公司江苏分公司,首板挖掘
2025-07-25,002178,延华智能,9.96%,1606.6万,0,1606.6万,华鑫证券有限责任公司江苏分公司,首板挖掘
2025-07-25,603725,天安新材,10.05%,660.76万,0,660.76万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-25,001317,三羊马,-5.22%,775.78万,86.79万,688.99万,浙商证券股份有限公司杭州萧山永久路证券营业部,杭州帮
2025-07-25,600826,兰生股份,-9.82%,7649.74万,0,7649.74万,招商证券股份有限公司福州六一中路证券营业部,六一路
2025-07-25,603511,爱慕股份,1.34%,1280.33万,0,1280.33万,东北证券股份有限公司武汉香港路证券营业部,六一路
2025-07-25,603966,法兰泰克,-10.00%,831.9万,0,831.9万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,603916,苏博特,-10.01%,1095.91万,0,1095.91万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,603716,塞力医疗,2.70%,6370.53万,0,6370.53万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,600801,华新水泥,-10.01%,3886.76万,0,3886.76万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,600629,华建集团,5.00%,0,1884.71万,-1884.71万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,301217,铜冠铜箔,-10.84%,1000.81万,3650.08万,-2649.27万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,301161,唯万密封,-5.67%,1298.76万,13.84万,1284.92万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,301151,冠龙节能,-9.77%,685.28万,80.1万,605.18万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,301038,深水规院,-20.01%,17.49万,1239.24万,-1221.75万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,300564,筑博设计,-16.44%,52.05万,1321.64万,-1269.59万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,300189,神农种业,-9.69%,1425.12万,1135.98万,289.13万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,003001,中岩大地,-10.00%,657.55万,1869.85万,-1212.29万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,002542,中化岩土,-9.98%,2847.62万,896.02万,1951.59万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,002370,亚太药业,6.63%,880.63万,1495.62万,-614.99万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,002297,博云新材,0.71%,2271.88万,2059.23万,212.65万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,002266,浙富控股,-6.76%,5615.05万,299.42万,5315.63万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,002246,北化股份,-3.83%,8374.98万,4134.31万,4240.67万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,001317,三羊马,-5.22%,9.7万,865.1万,-855.4万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-25,301151,冠龙节能,-9.77%,633.57万,91.35万,542.21万,平安证券股份有限公司深圳分公司,红岭路
2025-07-25,300189,神农种业,-9.69%,1400.71万,367.4万,1033.31万,平安证券股份有限公司深圳分公司,红岭路
2025-07-25,600117,西宁特钢,10.14%,0,1518.1万,-1518.1万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2025-07-25,000796,凯撒旅业,4.05%,3420.7万,2.44万,3418.26万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2025-07-25,920082,方正阀门,-4.26%,495.95万,34.72万,461.23万,中信建投证券股份有限公司北京东城分公司,呼家楼
2025-07-25,002370,亚太药业,6.63%,1.21亿,55.04万,1.2亿,中信建投证券股份有限公司北京东城分公司,呼家楼
2025-07-24,603616,韩建河山,9.98%,1391.47万,0,1391.47万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,601003,柳钢股份,4.62%,2079.74万,0,2079.74万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,600678,四川金顶,-6.82%,1402.56万,0,1402.56万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,301151,冠龙节能,1.49%,813.27万,23.2万,790.06万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,300564,筑博设计,-10.11%,2048.46万,77.58万,1970.88万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,002246,北化股份,-9.23%,4051.25万,17.5万,4033.74万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,001239,永达股份,-7.88%,2225.06万,12.33万,2212.73万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-24,603716,塞力医疗,6.78%,2735.5万,0,2735.5万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,603257,中国瑞林,5.56%,0,896.37万,-896.37万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,601699,潞安环能,7.34%,0,5625.84万,-5625.84万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,600682,南京新百,10.07%,0,1357.05万,-1357.05万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,600515,海南机场,10.11%,4795.68万,0,4795.68万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,600307,酒钢宏兴,4.86%,1025.07万,0,1025.07万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,600221,海航控股,10.14%,3647.09万,0,3647.09万,中信证券股份有限公司上海分公司,孙哥
2025-07-24,300877,金春股份,20.02%,954.33万,1069.73万,-115.39万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2025-07-24,002534,西子洁能,-8.26%,1324,1690.98万,-1690.84万,华鑫证券有限责任公司江苏分公司,南京帮
2025-07-24,603280,南方路机,10.01%,3887.1万,0,3887.1万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-24,600749,西藏旅游,9.99%,2650.06万,0,2650.06万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-24,600221,海航控股,10.14%,4009.78万,0,4009.78万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-24,003023,彩虹集团,10.02%,682.52万,8.4万,674.12万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-24,301038,深水规院,19.99%,478.03万,1592.32万,-1114.28万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-24,002639,雪人集团,6.21%,115.79万,3352.5万,-3236.71万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-24,000712,锦龙股份,10.00%,2699.45万,22.59万,2676.86万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-24,002266,浙富控股,-4.03%,57.36万,4264.52万,-4207.16万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-24,002534,西子洁能,-8.26%,187.36万,1998.22万,-1810.86万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-24,600515,海南机场,10.11%,2924.41万,0,2924.41万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-24,301151,冠龙节能,1.49%,1004.28万,16.19万,988.09万,广发证券股份有限公司深圳福华一路证券营业部,欢乐海岸
2025-07-24,600117,西宁特钢,9.87%,6898.37万,0,6898.37万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2025-07-24,000657,中钨高新,10.01%,1.39亿,290.12万,1.36亿,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2025-07-24,603616,韩建河山,9.98%,0,447.94万,-447.94万,东莞证券股份有限公司湖北分公司,思明南路
2025-07-24,603193,润本股份,5.74%,1889.44万,0,1889.44万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2025-07-24,600678,四川金顶,-6.82%,0,2220.48万,-2220.48万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2025-07-24,002534,西子洁能,-8.26%,1324,1690.98万,-1690.84万,华鑫证券有限责任公司江苏分公司,首板挖掘
2025-07-24,603280,南方路机,10.01%,451.2万,0,451.2万,华泰证券股份有限公司厦门厦禾路证券营业部,山东帮
2025-07-24,603937,丽岛新材,-7.16%,0,2137.81万,-2137.81万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-24,300564,筑博设计,-10.11%,7.98万,1194.47万,-1186.49万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-24,603193,润本股份,5.74%,1889.44万,0,1889.44万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2025-07-24,600678,四川金顶,-6.82%,0,2220.48万,-2220.48万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2025-07-24,300189,神农种业,19.96%,5839.41万,0,5839.41万,联储证券股份有限公司浙江分公司,上塘路
2025-07-24,002466,天齐锂业,9.99%,7617.22万,7.02万,7610.2万,中信证券股份有限公司西安朱雀大街证券营业部,方新侠
2025-07-24,603716,塞力医疗,6.78%,2482.91万,0,2482.91万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,601399,国机重装,-7.82%,3514.62万,0,3514.62万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,601003,柳钢股份,4.62%,0,1880.91万,-1880.91万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,600801,华新水泥,4.82%,7362.85万,0,7362.85万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,600117,西宁特钢,9.87%,0,9117.89万,-9117.89万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,301038,深水规院,19.99%,3225.77万,495.03万,2730.74万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,300564,筑博设计,-10.11%,1443.12万,33.79万,1409.32万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,002297,博云新材,-6.65%,3537.84万,353.55万,3184.28万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,002246,北化股份,-9.23%,2772.95万,3039.11万,-266.16万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-24,688210,统联精密,19.99%,0,1589.4万,-1589.4万,华泰证券股份有限公司总部,量化基金
2025-07-24,000638,*ST万方,-3.74%,10.58万,381.37万,-370.78万,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,徐留胜
2025-07-24,600010,包钢股份,10.04%,1.25亿,0,1.25亿,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2025-07-23,002596,海南瑞泽,-9.94%,26.02万,1374.09万,-1348.07万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2025-07-23,002320,海峡股份,-9.41%,6.92万,1515.06万,-1508.14万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2025-07-23,600826,兰生股份,-10.01%,2004.72万,0,2004.72万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-07-23,600537,亿晶光电,1.96%,0,2190.02万,-2190.02万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-23,002320,海峡股份,-9.41%,965.51万,1973.61万,-1008.1万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-23,000796,凯撒旅业,-9.94%,38.95万,2303.02万,-2264.07万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-23,603716,塞力医疗,10.01%,3105.31万,0,3105.31万,中信证券股份有限公司上海分公司,孙哥
2025-07-23,603389,*ST亚振,4.99%,0,1240.27万,-1240.27万,中信证券股份有限公司上海分公司,孙哥
2025-07-23,601003,柳钢股份,5.13%,0,4220.1万,-4220.1万,中信证券股份有限公司上海分公司,孙哥
2025-07-23,600629,华建集团,-3.80%,1626.49万,0,1626.49万,中信证券股份有限公司上海分公司,孙哥
2025-07-23,600537,亿晶光电,1.96%,2565.59万,0,2565.59万,中信证券股份有限公司上海分公司,孙哥
2025-07-23,600230,沧州大化,-9.98%,1810.93万,0,1810.93万,中信证券股份有限公司上海分公司,孙哥
2025-07-23,600326,西藏天路,10.01%,1274.49万,0,1274.49万,华鑫证券有限责任公司上海茅台路证券营业部,炒股养家
2025-07-23,301038,深水规院,20.02%,991.48万,1.04万,990.43万,华鑫证券有限责任公司上海茅台路证券营业部,炒股养家
2025-07-23,000877,天山股份,-6.27%,3235,2137.74万,-2137.42万,华鑫证券有限责任公司上海茅台路证券营业部,炒股养家
2025-07-23,605122,四方新材,-9.81%,0,747.06万,-747.06万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2025-07-23,605033,美邦股份,-9.06%,0,1660.55万,-1660.55万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2025-07-23,002297,博云新材,10.03%,1765.44万,0,1765.44万,华鑫证券有限责任公司杭州分公司 ,南京帮
2025-07-23,001239,永达股份,10.03%,2106.15万,0,2106.15万,华鑫证券有限责任公司杭州分公司 ,南京帮
2025-07-23,603280,南方路机,10.00%,3792.94万,0,3792.94万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-23,300411,金盾股份,-1.93%,218.98万,3823.68万,-3604.7万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-23,002096,易普力,9.99%,1419.84万,180.83万,1239.01万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-23,605033,美邦股份,-9.06%,0,1360.88万,-1360.88万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,301151,冠龙节能,-5.67%,29.81万,2203.87万,-2174.06万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,301038,深水规院,20.02%,373万,1167.45万,-794.44万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,002639,雪人集团,10.00%,3185.8万,61万,3124.8万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,002401,中远海科,10.01%,2452.59万,601.84万,1850.74万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,002097,山河智能,10.00%,783.37万,1606.16万,-822.78万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,000752,ST西发,4.97%,228.09万,0,228.09万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-23,688660,电气风电,19.87%,0,1575.22万,-1575.22万,华泰证券股份有限公司浙江分公司,赵老哥
2025-07-23,003001,中岩大地,10.00%,2267.98万,0,2267.98万,华泰证券股份有限公司浙江分公司,赵老哥
2025-07-23,688316,青云科技,15.09%,2019.64万,0,2019.64万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-23,600444,国机通用,-10.01%,0,883.12万,-883.12万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-23,601003,柳钢股份,5.13%,3341.11万,0,3341.11万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-23,301161,唯万密封,-16.05%,44.65万,2250.56万,-2205.9万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-23,002534,西子洁能,3.30%,2455.84万,132.47万,2323.37万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-23,002205,国统股份,-6.19%,0,1064.82万,-1064.82万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-23,001226,拓山重工,10.00%,1218.32万,0,1218.32万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-23,600307,酒钢宏兴,10.12%,739.85万,0,739.85万,国金证券股份有限公司深圳湾一号证券营业部,欢乐海岸
2025-07-23,002808,*ST恒久,-4.91%,4.89万,335.16万,-330.26万,国金证券股份有限公司深圳湾一号证券营业部,欢乐海岸
2025-07-23,002602,ST华通,4.22%,4527.2万,4082.55万,444.65万,国金证券股份有限公司深圳湾一号证券营业部,欢乐海岸
2025-07-23,001213,中铁特货,10.05%,1303.83万,1484.63万,-180.79万,国金证券股份有限公司深圳湾一号证券营业部,欢乐海岸
2025-07-23,600826,兰生股份,-10.01%,0,2218.97万,-2218.97万,中信证券股份有限公司深圳分公司,欢乐海岸
2025-07-23,600930,华电新能,-2.33%,0,6875.65万,-6875.65万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2025-07-23,002808,*ST恒久,-4.91%,470.18万,4.08万,466.09万,东莞证券股份有限公司湖北分公司,思明南路
2025-07-23,688425,铁建重工,20.07%,1430.42万,0,1430.42万,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-23,688316,青云科技,15.09%,0,1771.15万,-1771.15万,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-23,600326,西藏天路,10.01%,3093.75万,0,3093.75万,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-23,600678,四川金顶,-4.21%,2962.4万,0,2962.4万,华泰证券股份有限公司上海武定路证券营业部,炒新一族
2025-07-23,688660,电气风电,19.87%,1402.67万,0,1402.67万,东莞证券股份有限公司厦门分公司,首板挖掘
2025-07-23,300564,筑博设计,19.99%,1312.92万,0,1312.92万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-23,600678,四川金顶,-4.21%,2962.4万,0,2962.4万,华泰证券股份有限公司上海武定路证券营业部,一花一残忆
2025-07-23,001226,拓山重工,10.00%,140.75万,902.1万,-761.35万,中信建投证券股份有限公司杭州庆春路证券营业部,杭州帮
2025-07-23,001208,华菱线缆,-4.91%,1456.83万,2.16万,1454.66万,中信证券股份有限公司杭州延安路证券营业部,章盟主
2025-07-23,600826,兰生股份,-10.01%,2464.39万,0,2464.39万,招商证券股份有限公司福州六一中路证券营业部,六一路
2025-07-23,600537,亿晶光电,1.96%,0,2553.67万,-2553.67万,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,六一路
2025-07-23,600117,西宁特钢,10.18%,0,8934.22万,-8934.22万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-23,002917,金奥博,-6.04%,1872.94万,360.02万,1512.91万,中国国际金融股份有限公司上海分公司,量化基金
2025-07-23,002917,金奥博,-6.04%,33.45万,1386.92万,-1353.46万,华鑫证券有限责任公司南京清凉门大街证券营业部,湖州劳动路
2025-07-23,000856,冀东装备,-3.56%,2.42万,1748.9万,-1746.48万,华鑫证券有限责任公司南京清凉门大街证券营业部,湖州劳动路
2025-07-23,603262,技源集团,274.54%,2149.34万,0,2149.34万,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,徐留胜
2025-07-23,002320,海峡股份,-9.41%,1857.72万,135.25万,1722.46万,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,徐留胜
2025-07-23,002302,西部建设,2.74%,2864.26万,1741.81万,1122.44万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2025-07-23,000877,天山股份,-6.27%,0,3000.92万,-3000.92万,国投证券股份有限公司西安曲江池南路证券营业部,曲江池
2025-07-23,002883,中设股份,10.02%,0,2890.44万,-2890.44万,中信证券股份有限公司北京总部证券营业部,呼家楼
2025-07-22,000851,*ST高鸿,-5.11%,245.54万,29.4万,216.14万,华泰证券股份有限公司宁波柳汀街证券营业部,苏南帮
2025-07-22,002017,东信和平,9.99%,5528.24万,33.09万,5495.14万,中国银河证券股份有限公司北京学院南路证券营业部,苏南帮
2025-07-22,688425,铁建重工,20.04%,2356.75万,0,2356.75万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-07-22,603716,塞力医疗,1.65%,0,1870.91万,-1870.91万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-22,300665,飞鹿股份,10.21%,1138.84万,234.65万,904.18万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-22,300405,科隆股份,7.41%,1150.88万,6.83万,1144.05万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-22,002370,亚太药业,-4.24%,36.59万,2022.05万,-1985.46万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-07-22,603590,康辰药业,6.86%,5548.18万,0,5548.18万,中信证券股份有限公司上海溧阳路证券营业部,孙哥
2025-07-22,688257,新锐股份,13.98%,2876.96万,0,2876.96万,中信证券股份有限公司上海分公司,孙哥
2025-07-22,603716,塞力医疗,1.65%,1771.89万,0,1771.89万,中信证券股份有限公司上海分公司,孙哥
2025-07-22,603590,康辰药业,6.86%,0,3071.98万,-3071.98万,中信证券股份有限公司上海分公司,孙哥
2025-07-22,600537,亿晶光电,9.97%,0,1464.56万,-1464.56万,中信证券股份有限公司上海分公司,孙哥
2025-07-22,688662,富信科技,20.01%,921.01万,0,921.01万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2025-07-22,301038,深水规院,19.98%,931.24万,1131.82万,-200.58万,华鑫证券有限责任公司上海宛平南路证券营业部,炒股养家
2025-07-22,603367,辰欣药业,9.98%,3892.75万,0,3892.75万,华鑫证券有限责任公司江苏分公司,南京帮
2025-07-22,000851,*ST高鸿,-5.11%,245.54万,29.4万,216.14万,华泰证券股份有限公司宁波柳汀街证券营业部,南京帮
2025-07-22,300411,金盾股份,20.00%,3734.3万,64.73万,3669.57万,国盛证券有限责任公司宁波桑田路证券营业部,宁波桑田路
2025-07-22,301161,唯万密封,20.01%,2274.18万,395.75万,1878.43万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-22,301151,冠龙节能,20.00%,1989.84万,7650,1989.08万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-22,301038,深水规院,19.98%,1508.64万,597.24万,911.4万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-22,300617,安靠智电,20.01%,2491.35万,1722.44万,768.91万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-22,300095,华伍股份,19.98%,2674.01万,23.18万,2650.83万,华鑫证券有限责任公司上海分公司,量化打板
2025-07-22,605500,森林包装,-9.37%,0,2380.84万,-2380.84万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-22,002497,雅化集团,9.99%,3283.15万,67.2万,3215.94万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-22,002266,浙富控股,10.03%,2548.42万,81.25万,2467.16万,中国银河证券股份有限公司绍兴证券营业部,赵老哥
2025-07-22,301161,唯万密封,20.01%,1917.7万,12.02万,1905.68万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-22,301038,深水规院,19.98%,1082.3万,1275.06万,-192.75万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-22,300617,安靠智电,20.01%,1881.31万,641.29万,1240.01万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-22,300564,筑博设计,20.02%,1036.36万,0,1036.36万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-22,300095,华伍股份,19.98%,4037.92万,0,4037.92万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-22,000528,柳工,10.03%,3564.74万,107.53万,3457.2万,东方证券股份有限公司无锡新生路证券营业部,上海超短帮
2025-07-22,601868,中国能建,10.20%,1405万,0,1405万,东方证券股份有限公司上海浦东新区银城中路证券营业部,上海超短帮
2025-07-22,002497,雅化集团,9.99%,5848.97万,1357.05万,4491.92万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-22,002226,江南化工,10.02%,5576.4万,0,5576.4万,华鑫证券有限责任公司深圳益田路证券营业部,益田路
2025-07-22,603616,韩建河山,10.08%,0,597.73万,-597.73万,国金证券股份有限公司深圳湾一号证券营业部,欢乐海岸
2025-07-22,000983,山西焦煤,10.07%,3586.02万,6.1万,3579.91万,中泰证券股份有限公司深圳分公司,欢乐海岸
2025-07-22,601868,中国能建,10.20%,5657.81万,0,5657.81万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2025-07-22,600507,方大特钢,10.07%,1179.14万,0,1179.14万,中国银河证券股份有限公司大连黄河路证券营业部,陈小群
2025-07-22,688585,上纬新材,20.00%,0,4878.64万,-4878.64万,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-22,601669,中国电建,10.02%,1.04亿,0,1.04亿,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-22,600875,东方电气,9.99%,2326.1万,0,2326.1万,东亚前海证券有限责任公司上海分公司,思明南路
2025-07-22,688155,先惠技术,15.48%,2433.11万,0,2433.11万,华泰证券股份有限公司上海普陀区江宁路证券营业部,炒新一族
2025-07-22,603367,辰欣药业,9.98%,3892.75万,0,3892.75万,华鑫证券有限责任公司江苏分公司,首板挖掘
2025-07-22,688665,四方光电,18.92%,878.44万,0,878.44万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-22,688662,富信科技,20.01%,2294.5万,0,2294.5万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-22,603367,辰欣药业,9.98%,0,4589.91万,-4589.91万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
2025-07-22,600629,华建集团,9.97%,958.16万,0,958.16万,中国银河证券股份有限公司宜昌新世纪证券营业部,瑞鹤仙
