上榜日期,证券号码,证券简称,今日涨幅,买入额（万）,卖出额（万）,净买入（万）, 所属营业部
2025-08-08,003040,楚天龙,3.7000%,1164.96万,2265.1万,-1100.14万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,002757,南兴股份,1.3400%,767.29万,932.99万,-165.69万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,002248,华东数控,2.0600%,990.26万,1035.06万,-44.79万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,002097,山河智能,0.5000%,4155.21万,5301.56万,-1146.34万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,002046,国机精工,0.8800%,2831.64万,4834.8万,-2003.15万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,001298,好上好,-0.6400%,1963.48万,2019.21万,-55.72万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,920088,科力股份,%,538.89万,126.16万,412.72万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,920027,交大铁发,%,681.38万,81.11万,600.27万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,603406,天富龙,%,3214.07万,0,3214.07万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,603398,*ST沐邦,-0.9100%,1099.68万,0,1099.68万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,603280,南方路机,0.6900%,520.87万,0,520.87万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,603130,云中马,1.5400%,681.7万,0,681.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,601929,吉视传媒,1.0900%,0,1737.89万,-1737.89万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,600410,华胜天成,0.7200%,3560.34万,0,3560.34万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,600326,西藏天路,-0.5700%,6138.63万,0,6138.63万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,600203,福日电子,3.2900%,4105.34万,0,4105.34万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,301357,北方长龙,1.0400%,1167.78万,1422.53万,-254.74万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,301129,瑞纳智能,2.1400%,859.11万,322.99万,536.12万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,300753,爱朋医疗,0.0900%,1983.17万,1252.43万,730.74万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,300706,阿石创,1.2000%,2145.42万,2217.7万,-72.27万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,300378,鼎捷数智,1.8700%,2955.99万,2346.97万,609.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,002757,南兴股份,1.3400%,650.21万,1112.34万,-462.12万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,002248,华东数控,2.0600%,901.73万,1129.77万,-228.03万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,002231,*ST奥维,0.6300%,278.13万,78.22万,199.9万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,002173,创新医疗,0.2600%,4225.79万,2667.82万,1557.97万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,002148,北纬科技,1.5800%,2349.05万,735.59万,1613.46万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,002097,山河智能,0.5000%,4433.64万,5153.98万,-720.34万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,001298,好上好,-0.6400%,2096.31万,1263.41万,832.89万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-08,603406,天富龙,%,3056.79万,0,3056.79万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,603400,华之杰,0.8500%,333.71万,0,333.71万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,603280,南方路机,0.6900%,655.5万,0,655.5万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,603130,云中马,1.5400%,670.54万,0,670.54万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,603059,倍加洁,-0.6100%,1341.23万,0,1341.23万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,600539,狮头股份,1.4500%,389.49万,0,389.49万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,600326,西藏天路,-0.5700%,5666.23万,0,5666.23万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,300753,爱朋医疗,0.0900%,1524.4万,1018.62万,505.78万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,300378,鼎捷数智,1.8700%,2303.49万,2554.37万,-250.87万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,003040,楚天龙,3.7000%,1146.61万,1850.62万,-704.01万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,002757,南兴股份,1.3400%,871.44万,911.21万,-39.76万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,002331,皖通科技,0.8700%,833.12万,281.79万,551.32万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,002248,华东数控,2.0600%,831.33万,910.27万,-78.93万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,002148,北纬科技,1.5800%,2331.17万,1079.85万,1251.31万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,002097,山河智能,0.5000%,3478.83万,4913.28万,-1434.44万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,000752,ST西发,0.4800%,485.97万,107.58万,378.38万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,301129,瑞纳智能,2.1400%,712.06万,13.7万,698.36万,国金证券股份有限公司上海奉贤区金碧路证券营业部
2025-08-08,600539,狮头股份,1.4500%,403.76万,0,403.76万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-08-08,002331,皖通科技,0.8700%,460.61万,988.6万,-527.99万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-08-07,603518,锦泓集团,0.5100%,0,811.14万,-811.14万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,603400,华之杰,0.8500%,0,856.32万,-856.32万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,603280,南方路机,0.6900%,569.9万,0,569.9万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,603059,倍加洁,-0.6100%,968.83万,0,968.83万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,301141,中科磁业,1.3900%,1307.12万,572.46万,734.66万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,300706,阿石创,1.2000%,1428.85万,1183.12万,245.73万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,300322,硕贝德,3.2800%,6589.18万,7096.62万,-507.44万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,002775,文科股份,2.3800%,168.11万,121.27万,46.83万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,002611,东方精工,0.7600%,7302.75万,5078.46万,2224.29万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,002570,贝因美,0.0000%,2924.25万,2872.44万,51.8万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,002248,华东数控,2.0600%,1280.31万,811.99万,468.32万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,001331,胜通能源,0.5900%,333.84万,350.84万,-16.99万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-07,603280,南方路机,0.6900%,633.7万,0,633.7万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,601718,际华集团,-1.2500%,0,1272.97万,-1272.97万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,600117,西宁特钢,1.2900%,5281.08万,0,5281.08万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,300591,万里马,8.2700%,2175.22万,1889.04万,286.17万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,300289,利德曼,-0.7400%,597.71万,860.47万,-262.76万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,002896,中大力德,2.1400%,6985.68万,7240.79万,-255.11万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,002611,东方精工,0.7600%,7093.01万,4636.51万,2456.49万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,002570,贝因美,0.0000%,3096.17万,4209.57万,-1113.39万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,002248,华东数控,2.0600%,1286.81万,690.3万,596.51万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,002097,山河智能,0.5000%,5111.51万,4163.25万,948.25万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,002017,东信和平,4.2900%,1.09亿,1.12亿,-310.23万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,001331,胜通能源,0.5900%,298.12万,432.69万,-134.56万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,000670,盈方微,0.0000%,1466.71万,1355.55万,111.15万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,000558,天府文旅,0.6400%,2382.91万,1818.82万,564.08万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,000488,ST晨鸣,0.0000%,495.24万,352.08万,143.15万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-07,603767,中马传动,0.3000%,0,708.68万,-708.68万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,603400,华之杰,0.8500%,0,521.37万,-521.37万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,601718,际华集团,-1.2500%,0,1115.21万,-1115.21万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,600117,西宁特钢,1.2900%,5194.1万,0,5194.1万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,301357,北方长龙,1.0400%,1876.32万,2461.9万,-585.58万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,301141,中科磁业,1.3900%,1594.85万,1101.34万,493.51万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,300706,阿石创,1.2000%,1367.22万,1209.06万,158.15万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,300322,硕贝德,3.2800%,6797.87万,7624.75万,-826.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,300289,利德曼,-0.7400%,748.48万,892.61万,-144.12万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002896,中大力德,2.1400%,7911.13万,7174.22万,736.9万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002775,文科股份,2.3800%,352.84万,112.87万,239.97万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002611,东方精工,0.7600%,5415.17万,2617.04万,2798.13万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002570,贝因美,0.0000%,2730.84万,3869.1万,-1138.25万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002354,天娱数科,-2.9600%,1984.7万,2128.12万,-143.42万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002248,华东数控,2.0600%,1564.3万,726.44万,837.85万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002097,山河智能,0.5000%,5317.07万,4719.14万,597.93万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,002017,东信和平,4.2900%,9619.44万,1.03亿,-709.06万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,000953,河化股份,0.9500%,554.15万,176.71万,377.44万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,000558,天府文旅,0.6400%,2096.78万,1777.83万,318.94万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-07,603400,华之杰,0.8500%,0,521.48万,-521.48万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,603280,南方路机,0.6900%,0,714万,-714万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,603059,倍加洁,-0.6100%,1784.51万,0,1784.51万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,600117,西宁特钢,1.2900%,1424.01万,0,1424.01万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,300322,硕贝德,3.2800%,5496.87万,6551.34万,-1054.47万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,002570,贝因美,0.0000%,2644.81万,3211.82万,-567.01万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,002248,华东数控,2.0600%,1142.7万,762.48万,380.22万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,001331,胜通能源,0.5900%,315.18万,506.44万,-191.26万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,000670,盈方微,0.0000%,1172.14万,1526.57万,-354.42万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,000558,天府文旅,0.6400%,1986.21万,1616.9万,369.31万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-07,003036,泰坦股份,5.0200%,835.14万,8620,834.28万,国金证券股份有限公司上海奉贤区金碧路证券营业部
2025-08-06,920008,成电光信,%,404.68万,186.32万,218.36万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-06,920005,鼎佳精密,%,219万,433.07万,-214.07万,东方财富证券股份有限公司拉萨团结路第二证券营业部
