上榜日期,证券号码,证券简称,上榜涨幅,买入额（万）,卖出额（万）,净买入（万）,所属营业部,游资名称
2025-09-12,920100,三协电机,-9.93%,1399.67万,878万,521.66万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-12,603370,华新精科,-4.47%,454.59万,0,454.59万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-12,301139,元道通信,0.60%,759.77万,697.56万,62.2万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-12,603511,爱慕股份,-9.96%,345.97万,0,345.97万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,603370,华新精科,-4.47%,404.24万,0,404.24万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,601929,吉视传媒,8.32%,0,5794.26万,-5794.26万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,600173,卧龙新能,-8.29%,0,1161.7万,-1161.7万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,002809,红墙股份,9.10%,262.24万,444.67万,-182.42万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,002642,荣联科技,1.20%,1995.17万,1697.98万,297.19万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,000981,山子高科,9.92%,3454.35万,4846.27万,-1391.91万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-12,603511,爱慕股份,-9.96%,356.04万,0,356.04万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,603370,华新精科,-4.47%,471.63万,0,471.63万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,600173,卧龙新能,-8.29%,970.15万,0,970.15万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,301488,豪恩汽电,8.22%,973.91万,1393.02万,-419.1万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,300457,赢合科技,20.01%,1415.75万,1790.65万,-374.9万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,300139,晓程科技,3.65%,2998.64万,1471.65万,1526.98万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,002716,湖南白银,9.98%,663.19万,1652.92万,-989.73万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,002642,荣联科技,1.20%,1977.72万,1031.99万,945.73万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,002115,三维通信,-4.72%,4382.88万,3969.22万,413.66万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-12,603370,华新精科,-4.47%,416.99万,0,416.99万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-12,301488,豪恩汽电,8.22%,1028.96万,1450.06万,-421.1万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-12,603511,爱慕股份,-9.96%,398.28万,0,398.28万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-12,300457,赢合科技,20.01%,2038.65万,1943.3万,95.35万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-12,688627,精智达,20.00%,0,3009.71万,-3009.71万,华泰证券股份有限公司南京中华路证券营业部,苏南帮
2025-09-12,600162,香江控股,10.11%,1175.84万,0,1175.84万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-12,600103,青山纸业,10.00%,0,3800.39万,-3800.39万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-12,002759,天际股份,0.51%,4076.95万,1540.07万,2536.87万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-12,603285,键邦股份,1.60%,0,769.86万,-769.86万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-12,600475,华光环能,-10.02%,1638.65万,0,1638.65万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-12,600173,卧龙新能,-8.29%,1268.45万,0,1268.45万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-12,301139,元道通信,0.60%,1130.8万,9.49万,1121.31万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-12,688593,新相微,12.71%,3263.75万,0,3263.75万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,688028,沃尔德,15.36%,2863.21万,0,2863.21万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,605289,罗曼股份,10.01%,2910.94万,0,2910.94万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,603285,键邦股份,1.60%,1046.94万,0,1046.94万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,603257,中国瑞林,-2.03%,806.26万,0,806.26万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,603228,景旺电子,10.00%,0,1.66亿,-1.66亿,中信证券股份有限公司上海分公司,孙哥
2025-09-12,603083,剑桥科技,10.00%,1.81亿,0,1.81亿,中信证券股份有限公司上海分公司,孙哥
2025-09-12,601929,吉视传媒,8.32%,8025.94万,0,8025.94万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,601212,白银有色,3.93%,0,3474.28万,-3474.28万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,601208,东材科技,3.43%,9495.73万,0,9495.73万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,601138,工业富联,4.84%,0,6.61亿,-6.61亿,中信证券股份有限公司上海分公司,孙哥
2025-09-12,600961,株冶集团,10.02%,2934.09万,0,2934.09万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,600846,同济科技,8.00%,0,2134.19万,-2134.19万,中信证券股份有限公司上海分公司,孙哥
2025-09-12,600410,华胜天成,5.82%,0,1.44亿,-1.44亿,中信证券股份有限公司上海分公司,孙哥
2025-09-11,920100,三协电机,6.10%,1056.39万,1023.52万,32.87万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-11,920088,科力股份,-3.94%,251.1万,604.44万,-353.33万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-11,601212,白银有色,-9.91%,276.87万,0,276.87万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-11,301248,杰创智能,11.28%,963.78万,902.68万,61.1万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-11,002467,二六三,3.96%,3820.63万,1435.09万,2385.53万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-11,000851,*ST高鸿,-2.94%,396.49万,74.17万,322.32万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-11,603257,中国瑞林,2.26%,0,727.48万,-727.48万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,603163,圣晖集成,1.50%,2242.94万,0,2242.94万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,601212,白银有色,-9.91%,264.57万,0,264.57万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,002547,春兴精工,0.74%,3211.36万,3558.14万,-346.78万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,002467,二六三,3.96%,4526.55万,2064.84万,2461.7万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,002130,沃尔核材,10.00%,1286万,2849.09万,-1563.08万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,002115,三维通信,2.82%,5977.45万,4658.24万,1319.2万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,000851,*ST高鸿,-2.94%,324.4万,100.51万,223.88万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,000809,和展能源,-6.59%,365.49万,300.62万,64.86万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,000524,岭南控股,-5.17%,1382.44万,1107.14万,275.3万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-11,603709,中源家居,-4.04%,890.51万,0,890.51万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,603285,键邦股份,0.48%,646.23万,0,646.23万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,301139,元道通信,1.65%,1785.67万,407.93万,1377.73万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,003036,泰坦股份,-5.64%,410.77万,201.82万,208.94万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,002547,春兴精工,0.74%,2712.12万,3038.97万,-326.85万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,002467,二六三,3.96%,4099万,1587.83万,2511.16万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,002181,粤传媒,-0.52%,2248.71万,1667万,581.71万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,002174,游族网络,-10.02%,381.54万,139.83万,241.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,000851,*ST高鸿,-2.94%,348.33万,143.57万,204.76万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,000524,岭南控股,-5.17%,1185.89万,1084.72万,101.17万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-11,603709,中源家居,-4.04%,960.61万,0,960.61万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-11,002547,春兴精工,0.74%,2523.06万,2921.85万,-398.79万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-11,000851,*ST高鸿,-2.94%,306.15万,99.88万,206.26万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-11,600776,东方通信,10.02%,1462.23万,0,1462.23万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-11,000809,和展能源,-6.59%,232.98万,833.77万,-600.79万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-11,688325,赛微微电,19.99%,0,2080.3万,-2080.3万,华泰证券股份有限公司南京中华路证券营业部,苏南帮
2025-09-11,600776,东方通信,10.02%,1486.22万,0,1486.22万,东莞证券股份有限公司四川分公司,苏南帮
2025-09-11,603709,中源家居,-4.04%,0,1384.2万,-1384.2万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-11,603285,键邦股份,0.48%,772.39万,0,772.39万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-11,600021,上海电力,5.87%,0,8583.09万,-8583.09万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-11,688593,新相微,20.00%,0,801.18万,-801.18万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,688325,赛微微电,19.99%,1487.71万,0,1487.71万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,688167,炬光科技,20.00%,0,2133.93万,-2133.93万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,688041,海光信息,20.00%,2.77亿,0,2.77亿,中信证券股份有限公司上海分公司,孙哥
2025-09-11,605069,正和生态,6.60%,0,576.17万,-576.17万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603978,深圳新星,9.99%,4728.09万,0,4728.09万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603878,武进不锈,7.63%,2960万,0,2960万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603828,ST柯利达,5.07%,0,55.14万,-55.14万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603626,科森科技,-4.23%,6267.04万,0,6267.04万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603285,键邦股份,0.48%,0,2319.64万,-2319.64万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603222,济民健康,10.02%,2704.15万,0,2704.15万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,603163,圣晖集成,1.50%,1378.6万,0,1378.6万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,601778,晶科科技,10.05%,2747.58万,0,2747.58万,中信证券股份有限公司上海分公司,孙哥
2025-09-11,600785,新华百货,10.03%,1806.46万,0,1806.46万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,920100,三协电机,2.51%,1139.51万,618.7万,520.8万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,920088,科力股份,10.27%,1000.2万,736.96万,263.24万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,600021,上海电力,-10.00%,0,2478.24万,-2478.24万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,301575,艾芬达,170.03%,1547.49万,477.56万,1069.93万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,300651,金陵体育,9.93%,664.37万,895.93万,-231.55万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,300164,通源石油,14.88%,1482.66万,535.24万,947.42万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,002630,ST华西,4.88%,1370.71万,1235.32万,135.38万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-10,920088,科力股份,10.27%,582.34万,563.56万,18.78万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,605099,共创草坪,10.00%,0,303.16万,-303.16万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,603709,中源家居,-10.02%,302.62万,0,302.62万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,603626,科森科技,-9.99%,2007.83万,0,2007.83万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,603257,中国瑞林,-2.99%,594.1万,0,594.1万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,301575,艾芬达,170.03%,1483.95万,442万,1041.95万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,301139,元道通信,20.01%,220.46万,1116.76万,-896.3万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,300651,金陵体育,9.93%,618.32万,930.27万,-311.95万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,002846,英联股份,1.89%,1869.24万,1113.42万,755.81万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,002630,ST华西,4.88%,1011.18万,959.67万,51.51万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,002547,春兴精工,5.78%,6339.68万,5847.7万,491.97万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,002181,粤传媒,9.99%,1926.76万,2050.81万,-124.04万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,002131,利欧股份,9.96%,6070.77万,7039.89万,-969.11万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,002115,三维通信,10.04%,1.15亿,1.23亿,-861.48万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-10,920088,科力股份,10.27%,854.22万,450.04万,404.17万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,603839,安正时尚,-4.31%,1738.67万,0,1738.67万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,600545,卓郎智能,10.11%,0,366.21万,-366.21万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,301575,艾芬达,170.03%,1950.93万,461.96万,1488.97万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,300651,金陵体育,9.93%,761.55万,1062.56万,-301万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,300139,晓程科技,0.22%,1702.14万,2540.65万,-838.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,002630,ST华西,4.88%,1006.95万,865.62万,141.33万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,002547,春兴精工,5.78%,5691.14万,5797.22万,-106.08万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,002181,粤传媒,9.99%,1956.13万,2004.83万,-48.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,002131,利欧股份,9.96%,9802.3万,6059.25万,3743.05万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,002115,三维通信,10.04%,1.32亿,1.26亿,582.85万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,000691,*ST亚太,4.98%,305.8万,80.05万,225.75万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-10,920088,科力股份,10.27%,781.03万,263.12万,517.9万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,603839,安正时尚,-4.31%,1601.77万,0,1601.77万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,603709,中源家居,-10.02%,304.7万,0,304.7万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,301575,艾芬达,170.03%,1327.12万,378.97万,948.14万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,002547,春兴精工,5.78%,3186.2万,1960.07万,1226.12万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,002289,*ST宇顺,5.00%,268.37万,1503.06万,-1234.68万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,002115,三维通信,10.04%,1.13亿,1.14亿,-109.19万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-10,603709,中源家居,-10.02%,0,379.96万,-379.96万,国金证券股份有限公司上海奉贤区金碧路证券营业部,T王
2025-09-10,002846,英联股份,1.89%,5572.98万,4935.49万,637.48万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-10,000718,苏宁环球,10.04%,3838.13万,0,3838.13万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-10,600021,上海电力,-10.00%,5465.8万,0,5465.8万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-10,002812,恩捷股份,10.00%,1.2亿,11.01万,1.2亿,中信证券股份有限公司上海溧阳路证券营业部,孙哥
2025-09-10,605099,共创草坪,10.00%,1102.1万,0,1102.1万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603992,松霖科技,-7.38%,0,694.01万,-694.01万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603839,安正时尚,-4.31%,0,2122.59万,-2122.59万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603657,春光科技,-2.52%,2267.98万,0,2267.98万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603516,淳中科技,10.00%,4151.04万,0,4151.04万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603429,集友股份,-7.04%,1732.37万,0,1732.37万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603388,*ST元成,-5.13%,166.77万,0,166.77万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603382,海阳科技,-2.32%,3320.52万,0,3320.52万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603285,键邦股份,10.00%,2046.28万,0,2046.28万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603222,济民健康,1.83%,1.05亿,0,1.05亿,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603163,圣晖集成,10.00%,926.96万,0,926.96万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603119,浙江荣泰,6.47%,1.45亿,0,1.45亿,中信证券股份有限公司上海分公司,孙哥
2025-09-10,603101,汇嘉时代,9.98%,2150.28万,0,2150.28万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,601116,三江购物,9.99%,1560.12万,0,1560.12万,中信证券股份有限公司上海分公司,孙哥
2025-09-10,600243,*ST海华,4.00%,0,337.97万,-337.97万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,920100,三协电机,3.95%,1608.29万,1488.34万,119.94万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-09,600749,西藏旅游,-7.84%,0,2926.18万,-2926.18万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-09,301488,豪恩汽电,2.81%,1481.6万,1455.26万,26.34万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-09,300139,晓程科技,20.01%,1868.97万,2650.25万,-781.27万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-09,002547,春兴精工,9.97%,428.22万,1185.98万,-757.75万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-09,603285,键邦股份,-9.98%,788.7万,0,788.7万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,603257,中国瑞林,10.00%,0,683.17万,-683.17万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,601929,吉视传媒,6.03%,0,5145.4万,-5145.4万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,600697,欧亚集团,1.11%,582.31万,0,582.31万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,301488,豪恩汽电,2.81%,1215.06万,739.11万,475.94万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,002846,英联股份,10.00%,841.53万,1439.98万,-598.44万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,002717,ST岭南,-5.00%,255.72万,289.77万,-34.05万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,002547,春兴精工,9.97%,541.72万,1261.75万,-720.03万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,002276,万马股份,10.02%,718.08万,1338.79万,-620.71万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,002251,步步高,2.46%,4005.88万,3309.45万,696.43万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,002067,景兴纸业,4.63%,1709.89万,2353.71万,-643.81万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,000524,岭南控股,5.46%,1207.96万,1401.36万,-193.39万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-09,603709,中源家居,-7.78%,479.09万,0,479.09万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,603382,海阳科技,9.99%,0,493.15万,-493.15万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,603257,中国瑞林,10.00%,0,479.01万,-479.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,601929,吉视传媒,6.03%,5231.08万,0,5231.08万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,600749,西藏旅游,-7.84%,0,2567.95万,-2567.95万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,600697,欧亚集团,1.11%,712.65万,0,712.65万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,301488,豪恩汽电,2.81%,1092.11万,1635.69万,-543.57万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,300528,幸福蓝海,20.00%,4212.44万,3984.33万,228.11万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,002846,英联股份,10.00%,632.66万,1191.89万,-559.22万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,002547,春兴精工,9.97%,619.53万,1566.31万,-946.77万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,002276,万马股份,10.02%,655.89万,1512.25万,-856.35万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,002251,步步高,2.46%,3998.68万,2998.58万,1000.1万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,002115,三维通信,3.21%,5958.23万,4392.99万,1565.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,002067,景兴纸业,4.63%,2084.13万,2322.81万,-238.67万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,000524,岭南控股,5.46%,1288.87万,1575.12万,-286.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-09,920100,三协电机,3.95%,564.04万,1298.72万,-734.68万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,600749,西藏旅游,-7.84%,2635.24万,0,2635.24万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,600697,欧亚集团,1.11%,0,601.4万,-601.4万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,600689,上海三毛,10.03%,0,226.5万,-226.5万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,301488,豪恩汽电,2.81%,1086.74万,646.18万,440.56万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,300528,幸福蓝海,20.00%,4640.99万,3835.95万,805.03万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,002846,英联股份,10.00%,549.18万,1229.42万,-680.23万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,002547,春兴精工,9.97%,424.62万,1407.12万,-982.49万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,000524,岭南控股,5.46%,1305.38万,1118.18万,187.19万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-09,600376,首开股份,10.10%,1349.65万,0,1349.65万,中国银河证券股份有限公司北京学院南路证券营业部,苏南帮
2025-09-09,002115,三维通信,3.21%,8159.66万,221.24万,7938.41万,中国银河证券股份有限公司北京学院南路证券营业部,苏南帮
2025-09-09,603709,中源家居,-7.78%,0,1383.9万,-1383.9万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-09,600103,青山纸业,10.18%,3322.27万,0,3322.27万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-09,002846,英联股份,10.00%,2499.14万,2357.5万,141.64万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-09,301488,豪恩汽电,2.81%,18.94万,1156.25万,-1137.31万,中国银河证券股份有限公司北京中关村大街证券营业部,竞价抢筹
2025-09-09,605298,必得科技,9.99%,3576.89万,0,3576.89万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603878,武进不锈,10.02%,1170.2万,0,1170.2万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603822,嘉澳环保,3.91%,3809.65万,0,3809.65万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603717,天域生物,9.98%,3127.55万,0,3127.55万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603579,荣泰健康,-9.31%,1024.47万,0,1024.47万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603429,集友股份,10.02%,2892.56万,0,2892.56万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603382,海阳科技,9.99%,1275.26万,0,1275.26万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603200,上海洗霸,5.84%,5724.06万,0,5724.06万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,603098,森特股份,4.85%,2924.49万,0,2924.49万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,601929,吉视传媒,6.03%,6752.48万,0,6752.48万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,600977,中国电影,6.48%,8475.81万,0,8475.81万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,600749,西藏旅游,-7.84%,3125.01万,0,3125.01万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,600699,均胜电子,5.80%,1.82亿,0,1.82亿,中信证券股份有限公司上海分公司,孙哥
2025-09-09,600697,欧亚集团,1.11%,872.73万,0,872.73万,中信证券股份有限公司上海分公司,孙哥
2025-09-09,600021,上海电力,3.91%,0,3.04亿,-3.04亿,中信证券股份有限公司上海分公司,孙哥
2025-09-08,600697,欧亚集团,-10.02%,710.85万,0,710.85万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
